FIELD_MGT_NO,EQ_NM,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
3A3EMCCPBR20,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000002,탑승단지>제1터미널지역>본관구역,제1여객터미널,B30,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR21,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000003,탑승단지>제1터미널지역>본관구역,제1여객터미널,B28,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR22,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000004,탑승단지>제1터미널지역>본관구역,제1여객터미널,B27,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3C6MFCU62001,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0000005,탑승단지>탑승동지역>탑승구역,탑승동,지상4층,20섹터,미분류,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
3C6MFCU61001,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0000006,탑승단지>탑승동지역>탑승구역,탑승동,지상4층,10섹터,미분류,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
3A3EMCCPBR23,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000007,탑승단지>제1터미널지역>본관구역,제1여객터미널,B26,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR24,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000008,탑승단지>제1터미널지역>본관구역,제1여객터미널,B24,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR25,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000009,탑승단지>제1터미널지역>본관구역,제1여객터미널,B23,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR26,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000010,탑승단지>제1터미널지역>본관구역,제1여객터미널,B22,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR27,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000011,탑승단지>제1터미널지역>본관구역,제1여객터미널,B21,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR28,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000012,탑승단지>제1터미널지역>본관구역,제1여객터미널,B20,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR29,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000013,탑승단지>제1터미널지역>본관구역,제1여객터미널,B19,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR30,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000014,탑승단지>제1터미널지역>본관구역,제1여객터미널,B18,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR31,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000015,탑승단지>제1터미널지역>본관구역,제1여객터미널,B17,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR32,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000016,탑승단지>제1터미널지역>본관구역,제1여객터미널,B16,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A6MAHU005,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000017,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C1MAHU11401,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000018,탑승단지>탑승동지역>탑승구역,탑승동,지하2층,14섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A2MAHU048,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000019,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C4MAHU40201,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000020,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A3EMCCPBR33,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000021,탑승단지>제1터미널지역>본관구역,제1여객터미널,B15,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR34,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000022,탑승단지>제1터미널지역>본관구역,제1여객터미널,B14,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR35,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000023,탑승단지>제1터미널지역>본관구역,제1여객터미널,B12,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR36,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000024,탑승단지>제1터미널지역>본관구역,제1여객터미널,B11,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR37,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000025,탑승단지>제1터미널지역>본관구역,제1여객터미널,B10,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR38,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000026,탑승단지>제1터미널지역>본관구역,제1여객터미널,B09,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR39,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000027,탑승단지>제1터미널지역>본관구역,제1여객터미널,B08,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR40,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000028,탑승단지>제1터미널지역>본관구역,제1여객터미널,B07,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR41,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000029,탑승단지>제1터미널지역>본관구역,제1여객터미널,B06,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR42,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000030,탑승단지>제1터미널지역>본관구역,제1여객터미널,B03,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3C4MAHU42804,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000031,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,28섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A3EMCCPBR43,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000032,탑승단지>제1터미널지역>본관구역,제1여객터미널,B02,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR19,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000033,탑승단지>제1터미널지역>본관구역,제1여객터미널,B31,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR18,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000034,탑승단지>제1터미널지역>본관구역,제1여객터미널,B32,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCC390,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000035,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,90섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCC396,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000036,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCC396A,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000037,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR01,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000038,탑승단지>제1터미널지역>본관구역,제1여객터미널,B50,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR02,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000039,탑승단지>제1터미널지역>본관구역,제1여객터미널,B49,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3C4MAHU42803,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000040,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,28섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4B2MFANE001,송풍기,송풍기,기계,기계그룹-기계사업소-기계-0000041,외곽지역,계류장관제탑,지하2층,미분류,미분류,기계,환기/배기,송풍기/팬,배기팬,,
4B2MFANE002,송풍기,송풍기,기계,기계그룹-기계사업소-기계-0000042,외곽지역,계류장관제탑,지하2층,미분류,미분류,기계,환기/배기,송풍기/팬,배기팬,,
4B2MFANE003,송풍기,송풍기,기계,기계그룹-기계사업소-기계-0000043,외곽지역,계류장관제탑,지하2층,미분류,미분류,기계,환기/배기,송풍기/팬,배기팬,,
3C4MINV402016,공조기 휀 속도제어,인버터 패널,기계,기계그룹-기계사업소-기계-0000044,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3C4MINV404017,공조기 휀 속도제어,인버터 패널,기계,기계그룹-기계사업소-기계-0000045,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,04섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3C6MFLP620111,FCU 제어,현장제어 패널,기계,기계그룹-기계사업소-기계-0000046,탑승단지>탑승동지역>탑승구역,탑승동,지상4층,20섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,현장제어반,,
3C6MFLP610110,FCU 제어,현장제어 패널,기계,기계그룹-기계사업소-기계-0000047,탑승단지>탑승동지역>탑승구역,탑승동,지상4층,10섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,현장제어반,,
3A6MAHU006,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000048,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A3EMCCPBR03,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000049,탑승단지>제1터미널지역>본관구역,제1여객터미널,B48,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR04,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000050,탑승단지>제1터미널지역>본관구역,제1여객터미널,B47,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR05,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000051,탑승단지>제1터미널지역>본관구역,제1여객터미널,B46,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR06,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000052,탑승단지>제1터미널지역>본관구역,제1여객터미널,B45,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR07,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000053,탑승단지>제1터미널지역>본관구역,제1여객터미널,B43,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR08,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000054,탑승단지>제1터미널지역>본관구역,제1여객터미널,B42,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR09,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000055,탑승단지>제1터미널지역>본관구역,제1여객터미널,B41,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR10,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000056,탑승단지>제1터미널지역>본관구역,제1여객터미널,B40,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR11,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000057,탑승단지>제1터미널지역>본관구역,제1여객터미널,B39,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR12,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000058,탑승단지>제1터미널지역>본관구역,제1여객터미널,B38,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A2MAHU047,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000059,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C4MAHU40202,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000060,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A3EMCCPBR13,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000061,탑승단지>제1터미널지역>본관구역,제1여객터미널,B37,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR14,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000062,탑승단지>제1터미널지역>본관구역,제1여객터미널,B36,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR15,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000063,탑승단지>제1터미널지역>본관구역,제1여객터미널,B35,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR16,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000064,탑승단지>제1터미널지역>본관구역,제1여객터미널,B34,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR17,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000065,탑승단지>제1터미널지역>본관구역,제1여객터미널,B33,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCCPBR44,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0000066,탑승단지>제1터미널지역>본관구역,제1여객터미널,B01,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A6MAHU004,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000067,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C1MAHU11402,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000068,탑승단지>탑승동지역>탑승구역,탑승동,지하2층,14섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C3MUHT32601,유니트히터,유니트히터,기계,기계그룹-기계사업소-기계-0000069,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,26섹터,미분류,기계,냉난방/공조,복사/바닥 난방,유니트히터,,
