FIELD_MGT_NO,EQ_NM,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
3A4HVBLG58PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001963,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,58섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG58PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001964,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,58섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG58PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001965,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,58섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG58PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001966,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,58섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG58PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001967,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,58섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG60DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001968,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,60섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG60DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001969,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,60섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG60DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001970,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,60섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG60PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001971,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,60섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG42DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001972,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,42섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG42DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001973,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,42섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4KINV030,INVERTER(3A4MAHU030),인버터 패널,기계,기계그룹-기계사업소-기계-0001974,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A6HVBLG26PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001975,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG26PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001976,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG26DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001977,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG26DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001978,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG26DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001979,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG22PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001980,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG22PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001981,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG22PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001982,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG22PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001983,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A2MWWP005,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0001984,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP004,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0001985,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP003,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0001986,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP002,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0001987,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP001,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0001988,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWTU008,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0001989,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A2MWTU007,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0001990,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A2MWTU006,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0001991,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A6HVBLG26PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001992,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4KINV029,INVERTER(3A4MAHU029),인버터 패널,기계,기계그룹-기계사업소-기계-0001993,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV028,INVERTER(3A4MAHU028),인버터 패널,기계,기계그룹-기계사업소-기계-0001994,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV020,INVERTER(3A4MAHU020),인버터 패널,기계,기계그룹-기계사업소-기계-0001995,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV021,INVERTER(3A4MAHU021),인버터 패널,기계,기계그룹-기계사업소-기계-0001996,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV022,INVERTER(3A4MAHU022),인버터 패널,기계,기계그룹-기계사업소-기계-0001997,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A6HVBLG30DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0001998,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG26PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0001999,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG26PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002000,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,26섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A2MWWP019,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002001,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP018,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002002,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP017,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002003,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP016,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002004,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP015,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002005,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP014,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002006,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP013,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002007,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,52섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWWP007,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002008,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A4KINV023,INVERTER(3A4MAHU023),인버터 패널,기계,기계그룹-기계사업소-기계-0002009,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV024,INVERTER(3A4MAHU024),인버터 패널,기계,기계그룹-기계사업소-기계-0002010,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV025,INVERTER(3A4MAHU025),인버터 패널,기계,기계그룹-기계사업소-기계-0002011,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A2MWWP006,조경설비,조경설비,기계,기계그룹-기계사업소-기계-0002012,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,20섹터,미분류,기계,급수/배수/위생,급수펌프,공급펌프,,
3A2MWTU005,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0002013,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,40섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A2MWTU004,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0002014,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,32섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A6HVBLG22PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002015,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG14DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002016,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG10PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002017,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG10PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002018,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG10PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002019,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG10DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002020,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG10DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002021,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG10DCTFD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002022,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG10DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002023,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,10섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG06PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002024,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG06PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002025,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG06PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002026,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4MAHU001,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002027,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C4MAHU41606,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002028,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,16섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3C4MAHU41801,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002029,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,18섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3A2MWS004,쓰레기 처리설비,쓰레기처리설비,기계,기계그룹-기계사업소-기계-0002030,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,58섹터,미분류,환경,폐기물/자원순환,파쇄기/분쇄기/선별기,쓰레기처리설비,,
3A2MWS003,쓰레기 처리설비,쓰레기처리설비,기계,기계그룹-기계사업소-기계-0002031,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,58섹터,미분류,환경,폐기물/자원순환,파쇄기/분쇄기/선별기,쓰레기처리설비,,
3A3EMCC358,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0002032,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,58섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A3EMCC354E,모터제어반(MCC),전동기제어 패널,기계,기계그룹-기계사업소-기계-0002033,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,54섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3A6HVBLG14DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002034,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG14DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002035,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG14PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002036,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG22DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002037,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG22DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002038,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG22DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002039,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,22섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG18PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002040,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG18PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002041,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG18PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002042,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG18PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002043,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG18PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002044,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG18DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002045,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A2MWTU003,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0002046,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,32섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A2MWTU002,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0002047,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,32섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A2MWTU001,자기장수처리기,자기장수처리기,기계,기계그룹-기계사업소-기계-0002048,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,32섹터,미분류,기계,급수/배수/위생,수처리/정수/연수,수처리설비,,
3A6HVBLG18DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002049,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG18DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002050,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,18섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG14PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002051,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG14PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002052,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG14PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002053,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG14PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002054,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,14섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4KINV017,INVERTER(3A4MAHU017),인버터 패널,기계,기계그룹-기계사업소-기계-0002055,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV016,INVERTER(3A4MAHU016),인버터 패널,기계,기계그룹-기계사업소-기계-0002056,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV015,INVERTER(3A4MAHU015),인버터 패널,기계,기계그룹-기계사업소-기계-0002057,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4HVBLG98PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002058,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG98PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002059,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG98PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002060,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG98PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002061,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG98PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002062,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4KACM005,공기압축기(CMP),공기압축기,기계,기계그룹-기계사업소-기계-0002063,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,기계,압축공기/진공,콤프레셔/에어드라이어,공기압축기,,
3A4KACM006,공기압축기(CMP),공기압축기,기계,기계그룹-기계사업소-기계-0002064,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,기계,압축공기/진공,콤프레셔/에어드라이어,공기압축기,,
3A4KACM007,공기압축기(CMP),공기압축기,기계,기계그룹-기계사업소-기계-0002065,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,압축공기/진공,콤프레셔/에어드라이어,공기압축기,,
3A4KACM008,공기압축기(CMP),공기압축기,기계,기계그룹-기계사업소-기계-0002066,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,압축공기/진공,콤프레셔/에어드라이어,공기압축기,,
3A4KDDC001,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002067,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A6HVBLG38PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002068,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG38PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002069,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG38PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002070,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG38DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002071,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG38DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002072,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG38DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002073,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,38섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG34DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002074,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,34섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG34DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002075,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,34섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG42DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002076,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,42섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A2SABLG06PIPPDR,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002077,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG06PIPSOI,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002078,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
