FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
35D3DMSW10013,3814174,1339211,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001895,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10014,3814175,1339212,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001896,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10015,3814176,1339213,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001897,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10016,3814177,1339214,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001898,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10017,3814178,1339215,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001899,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10018,3814179,1339216,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001900,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10019,3814180,1339217,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001901,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
22.05.02,L3-AUS-098,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001902,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-099,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001903,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-100,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001904,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-101,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001905,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A3AAUS091IFB,L3-AUS-091,1273320,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001906,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A3AAUS090IFB,L3-AUS-090,1273319,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001907,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS001IFB,L2-AUS-001,1273304,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001908,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS002IFB,L2-AUS-002,1278025,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001909,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS003IFB,L2-AUS-003,1278026,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001910,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS004IFB,L2-AUS-004,1278027,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001911,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS005IFB,L2-AUS-005,1278028,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001912,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A2AAUS007IFB,L2-AUS-007,1278030,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001914,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
,3819163,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001916,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,,
35D3DMSW10003,3814164,1339201,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001919,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10004,3814165,1339202,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001920,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10005,3814166,1339203,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001921,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10006,3814167,1339204,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001922,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10007,3814168,1339205,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001923,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10008,3814169,1339206,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001924,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10009,3814170,1339207,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001925,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
13A2AAUS009IFB,L2-AUS-009,1278032,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001926,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A3AAUS089IFB,L3-AUS-089,1273318,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001927,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-102,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001928,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-103,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001929,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
22.05.02,L3-AUS-104,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001930,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
35D3DMSW10030,35D3DMSW10030,1339228,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001932,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10031,3814191,1339229,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001933,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10034,3814195,1339232,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001934,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10035,3814196,1339233,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001935,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10038,3814199,1339236,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001936,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10039,3814200,1339237,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001937,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
13A5AAUS077IFB,L5-AUS-077,1271039,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001938,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS078IFB,L5-AUS-078,1271040,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001939,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS079IFB,L5-AUS-079,1271041,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001940,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS080IFB,L5-AUS-080,1271042,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001941,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS081IFB,L5-AUS-081,1271043,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001942,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS082IFB,L5-AUS-082,1271044,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001943,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS083IFB,L5-AUS-083,1271045,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001944,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS084IFB,L5-AUS-084,1271046,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001945,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A5AAUS085IFB,L5-AUS-085,1271047,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001946,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
35D3DMSW10044,3814205,1339242,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001947,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10045,3814206,1339243,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001948,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10046,3814207,1339244,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001949,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10047,3814208,1339245,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001950,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
13A4AAUS032IFB,L4-AUS-032,1412825,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001951,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS031IFB,L4-AUS-031,1412824,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001952,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
21.09.30,L3-AUS-105,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001953,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
21.09.30,L3-AUS-106,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001954,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
21.09.30,L3-AUS-107,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001955,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS023IFB,L4-AUS-023,1273321,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001956,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
35D3DMSW10020,3814181,1339218,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001957,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10021,3814182,1339219,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001958,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10022,3814183,1339220,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001959,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10023,3814184,1339221,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001960,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10024,3814186,1339222,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001961,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10025,3814185,1339223,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001962,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10026,3814188,1339224,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001963,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10027,3814187,1339225,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001964,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10028,3814190,1339226,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001965,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
35D3DMSW10029,3814189,1339227,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001966,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,,
13A4AAUS024IFB,L4-AUS-024,1273322,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001967,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS026IFB,L4-AUS-026,1274666,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001968,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS027IFB,L4-AUS-027,1274667,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001969,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS028IFB,L4-AUS-028,1411291,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001970,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS029IFB,L4-AUS-029,1411292,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001971,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A4AAUS030IFB,L4-AUS-030,1411293,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001972,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A3AAUS135IFB,흡L3-AUS-023,1284477,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001973,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
13A3AAUS136IFB,흡L3-AUS-024,1284478,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001974,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,,
35D2DELV10046,2177539,1339038,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001976,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177539,2026-07-03 18:00
35D2DELV10047,2177540,1339039,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001977,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177540,2026-07-03 18:00
35D2DELV10048,2177541,1339040,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001978,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177541,2026-07-03 18:00
35D2DELV10049,2177542,1339041,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001979,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177542,2026-07-03 18:00
35D2DELV10050,2177543,1339042,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001980,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177543,2026-07-03 18:00
35D2DELV10051,2177544,1339043,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001981,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177544,2026-07-03 18:00
35D2DELV10052,2177545,1339044,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001982,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177545,2026-07-03 18:00
35D4DELV10053,2177547,1339045,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001983,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177547,2026-07-03 18:00
35D2DELV10056,2177549,1339048,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001984,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177549,2026-07-03 18:00
35D2DELV10057,2177550,1339049,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001985,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177550,2026-07-03 18:00
35D2DELV10058,2177551,1339050,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001986,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177551,2026-07-03 18:00
35D2DELV10059,2177552,1339051,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001987,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177552,2026-07-03 18:00
35D2DELV10060,2177553,1339052,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001988,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177553,2026-07-03 18:00
35D2DELV10061,2177554,1339053,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001989,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177554,2026-07-03 18:00
35D2DELV10062,2177555,1339054,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001990,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177555,2026-07-03 18:00
35D2DELV10063,2177556,1339055,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001991,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177556,2026-07-03 18:00
35D4DELV10064,35D4DELV10064,1339056,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001992,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,,
35D2DELV10065,2177558,1339057,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001993,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177558,2026-07-03 18:00
35D2DELV10066,2177559,1339058,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001994,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177559,2026-07-03 18:00
35D2DELV10067,2177560,1339059,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001995,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177560,2026-07-03 18:00
35D2DELV10045,2177538,1339037,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001996,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177538,2026-07-03 18:00
35D2DELV10044,2177537,1339036,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001997,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177537,2026-07-03 18:00
35D2DELV10023,2177516,1339015,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001998,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177516,2026-07-03 18:00
35D2DELV10024,2177517,1339016,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0001999,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177517,2026-07-03 18:00
35D2DELV10025,2177518,1339017,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002000,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177518,2026-07-03 18:00
35D2DELV10026,2177519,1339018,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002001,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177519,2026-07-03 18:00
35D2DELV10027,2177520,1339019,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002002,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177520,2026-07-03 18:00
35D2DELV10028,2177521,1339020,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002003,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177521,2026-07-03 18:00
35D2DELV10029,2177522,1339021,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002004,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177522,2026-07-03 18:00
35D2DELV10030,2177523,1339022,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002005,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177523,2026-07-03 18:00
35D2DELV10031,2177524,1339023,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002006,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177524,2026-07-03 18:00
35D4DELV10032,35D4DELV10032,1339024,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002007,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,,
