FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
,화장실 2F-2805 여 ,,화장실 2F-2805 여 ,환경미화,기타-환경미화사업소-환경미화-0000803,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2805 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2304 남 ,,화장실 2F-2304 남 ,환경미화,기타-환경미화사업소-환경미화-0000804,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2304 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2303 여 ,,화장실 2F-2303 여 ,환경미화,기타-환경미화사업소-환경미화-0000805,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2303 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4209 남 ,,화장실 2F-4209 남 ,환경미화,기타-환경미화사업소-환경미화-0000806,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4209 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4208 여 ,,화장실 2F-4208 여 ,환경미화,기타-환경미화사업소-환경미화-0000807,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4208 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4402 남 ,,화장실 2F-4402 남 ,환경미화,기타-환경미화사업소-환경미화-0000808,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4402 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4403 여 ,,화장실 2F-4403 여 ,환경미화,기타-환경미화사업소-환경미화-0000809,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4403 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4502 남 ,,화장실 2F-4502 남 ,환경미화,기타-환경미화사업소-환경미화-0000810,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4502 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4503 여 ,,화장실 2F-4503 여 ,환경미화,기타-환경미화사업소-환경미화-0000811,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4503 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4606 남 ,,화장실 2F-4606 남 ,환경미화,기타-환경미화사업소-환경미화-0000812,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4606 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-4607 여 ,,화장실 2F-4607 여 ,환경미화,기타-환경미화사업소-환경미화-0000813,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-4607 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2942 남 ,,화장실 2F-2942 남 ,환경미화,기타-환경미화사업소-환경미화-0000814,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2942 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2943 여 ,,화장실 2F-2943 여 ,환경미화,기타-환경미화사업소-환경미화-0000815,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2943 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-0141 남 ,,화장실 2F-0141 남 ,환경미화,기타-환경미화사업소-환경미화-0000816,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-0141 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-0142 여 ,,화장실 2F-0142 여 ,환경미화,기타-환경미화사업소-환경미화-0000817,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-0142 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-0147 남 ,,화장실 2F-0147 남 ,환경미화,기타-환경미화사업소-환경미화-0000818,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-0147 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2141 남 ,,화장실 2F-2141 남 ,환경미화,기타-환경미화사업소-환경미화-0000819,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2141 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2142 여 ,,화장실 2F-2142 여 ,환경미화,기타-환경미화사업소-환경미화-0000820,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2142 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2541 남 ,,화장실 2F-2541 남 ,환경미화,기타-환경미화사업소-환경미화-0000821,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2541 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2542 여 ,,화장실 2F-2542 여 ,환경미화,기타-환경미화사업소-환경미화-0000822,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2542 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2547 남 ,,화장실 2F-2547 남 ,환경미화,기타-환경미화사업소-환경미화-0000823,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2547 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2548 여 ,,화장실 2F-2548 여 ,환경미화,기타-환경미화사업소-환경미화-0000824,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2548 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2553 남 ,,화장실 2F-2553 남 ,환경미화,기타-환경미화사업소-환경미화-0000825,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2553 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2554 여 ,,화장실 2F-2554 여 ,환경미화,기타-환경미화사업소-환경미화-0000826,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2554 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2555 남 ,,화장실 2F-2555 남 ,환경미화,기타-환경미화사업소-환경미화-0000827,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2555 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2834 여 ,,화장실 2F-2834 여 ,환경미화,기타-환경미화사업소-환경미화-0000828,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2834 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2833 남 ,,화장실 2F-2833 남 ,환경미화,기타-환경미화사업소-환경미화-0000829,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2833 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-3004 여 ,,화장실 2F-3004 여 ,환경미화,기타-환경미화사업소-환경미화-0000830,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3004 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-8748 여 ,,화장실 1F-8748 여 ,환경미화,기타-환경미화사업소-환경미화-0000831,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-8748 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9641 남 ,,화장실 1F-9641 남 ,환경미화,기타-환경미화사업소-환경미화-0000832,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9641 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9642 여 ,,화장실 1F-9642 여 ,환경미화,기타-환경미화사업소-환경미화-0000833,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9642 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9645 남 ,,화장실 1F-9645 남 ,환경미화,기타-환경미화사업소-환경미화-0000834,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9645 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9646 여 ,,화장실 1F-9646 여 ,환경미화,기타-환경미화사업소-환경미화-0000835,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9646 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9841 남 ,,화장실 1F-9841 남 ,환경미화,기타-환경미화사업소-환경미화-0000836,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9841 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-9842 여 ,,화장실 1F-9842 여 ,환경미화,기타-환경미화사업소-환경미화-0000837,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-9842 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3021 남 ,,화장실 1F-3021 남 ,환경미화,기타-환경미화사업소-환경미화-0000838,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3021 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3020 여 ,,화장실 1F-3020 여 ,환경미화,기타-환경미화사업소-환경미화-0000839,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3020 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3208 남 ,,화장실 1F-3208 남 ,환경미화,기타-환경미화사업소-환경미화-0000840,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3208 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3907 남 ,,화장실 1F-3907 남 ,환경미화,기타-환경미화사업소-환경미화-0000841,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3907 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3906 여 ,,화장실 1F-3906 여 ,환경미화,기타-환경미화사업소-환경미화-0000842,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3906 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-3910 여 ,,화장실 1F-3910 여 ,환경미화,기타-환경미화사업소-환경미화-0000843,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-3910 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5328 남 ,,화장실 1F-5328 남 ,환경미화,기타-환경미화사업소-환경미화-0000844,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5328 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5323 남 ,,화장실 1F-5323 남 ,환경미화,기타-환경미화사업소-환경미화-0000845,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5323 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5322 여 ,,화장실 1F-5322 여 ,환경미화,기타-환경미화사업소-환경미화-0000846,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5322 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5413 남 ,,화장실 1F-5413 남 ,환경미화,기타-환경미화사업소-환경미화-0000847,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5413 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5412 여 ,,화장실 1F-5412 여 ,환경미화,기타-환경미화사업소-환경미화-0000848,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5412 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5641 남 ,,화장실 1F-5641 남 ,환경미화,기타-환경미화사업소-환경미화-0000849,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5641 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-5642 여 ,,화장실 1F-5642 여 ,환경미화,기타-환경미화사업소-환경미화-0000850,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-5642 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0622 남 ,,화장실 1F-0622 남 ,환경미화,기타-환경미화사업소-환경미화-0000851,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0622 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0621 여 ,,화장실 1F-0621 여 ,환경미화,기타-환경미화사업소-환경미화-0000852,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0621 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0725 남 ,,화장실 1F-0725 남 ,환경미화,기타-환경미화사업소-환경미화-0000853,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0725 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0726 여 ,,화장실 1F-0726 여 ,환경미화,기타-환경미화사업소-환경미화-0000854,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0726 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0817 남 ,,화장실 1F-0817 남 ,환경미화,기타-환경미화사업소-환경미화-0000855,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0817 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 1F-0818 여 ,,화장실 1F-0818 여 ,환경미화,기타-환경미화사업소-환경미화-0000856,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,1층,,1F-0818 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2942 남 ,,화장실 2F-2942 남 ,환경미화,기타-환경미화사업소-환경미화-0000857,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2942 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-2942 여 ,,화장실 2F-2942 여 ,환경미화,기타-환경미화사업소-환경미화-0000858,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2942 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-3548 여 ,,화장실 2F-3548 여 ,환경미화,기타-환경미화사업소-환경미화-0000859,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3548 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
,화장실 2F-3641 남 ,,화장실 2F-3641 남 ,환경미화,기타-환경미화사업소-환경미화-0000860,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3641 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,#N/A,#N/A
