현장관리번호,EQ_NM_시설명칭,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID_임시시설번호,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,qrcode,qrcode 등록일시
4-3H4-M-FAN-40704,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001829,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40703,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001830,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40702,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001831,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40701,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001832,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40302,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001833,외곽지역,제2교통센터,지상2층,03섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40301,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001834,외곽지역,제2교통센터,지상2층,03섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40208,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001835,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40207,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001836,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40206,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001837,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40205,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001838,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40204,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001839,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40203,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001840,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40202,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001841,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40201,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001842,외곽지역,제2교통센터,지상2층,02섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40106,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001843,외곽지역,제2교통센터,지상2층,01섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40105,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001844,외곽지역,제2교통센터,지상2층,01섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40104,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001845,외곽지역,제2교통센터,지상2층,01섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40103,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001846,외곽지역,제2교통센터,지상2층,01섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40707,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001847,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40708,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001848,외곽지역,제2교통센터,지상2층,07섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40801,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001849,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H5-M-FAN-50101,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001850,외곽지역,제2교통센터,지상3층,01섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-41402,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001851,외곽지역,제2교통센터,지상2층,14섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-41401,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001852,외곽지역,제2교통센터,지상2층,14섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40906,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001853,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40905,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001854,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40904,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001855,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40903,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001856,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40902,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001857,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40901,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001858,외곽지역,제2교통센터,지상2층,09섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40812,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001859,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40811,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001860,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40810,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001861,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40809,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001862,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40808,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001863,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40807,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001864,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40806,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001865,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40805,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001866,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40804,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001867,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40803,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001868,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
4-3H4-M-FAN-40802,송풍기(유인),송풍기(유인),기계,기계그룹-기계사업소-기계-0001869,외곽지역,제2교통센터,지상2층,08섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,,
3-3B1-M-PMP-13010,부스터펌프(중수),부스터펌프(중수),기계,기계그룹-기계사업소-기계-0001870,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,급수펌프,부스터펌프,,
3-3B1-M-PMP-13011,부스터펌프(중수),부스터펌프(중수),기계,기계그룹-기계사업소-기계-0001871,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,급수펌프,부스터펌프,,
3-3H1-M-HWG-004,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001872,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3H1-M-HWG-003,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001873,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B2-M-AHU-20806,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001874,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20805,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001875,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20804,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001876,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20803,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001877,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20802,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001878,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20801,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001879,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20702,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001880,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,07섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20701,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001881,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,07섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20606,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001882,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20605,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001883,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3H1-M-HWG-002,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001884,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3H1-M-HWG-001,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001885,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-25101,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001886,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,51섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-24101,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001887,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,41섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13008,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001888,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13007,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001889,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13006,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001890,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13005,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001891,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
4-3B2-M-HWG-27202,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001892,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,72섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
4-3B2-M-HWG-28202,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001893,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,82섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-4B3-M-EWH-12001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001894,외곽지역,제2계류장관제소,지상1층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-5H7 M-EWH-00001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001895,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-003,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001896,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-002,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001897,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001898,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3H9-M-EWH-001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001899,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B2-M-AHU-22901,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001900,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,29섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21009,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001901,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21008,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001902,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21007,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001903,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21006,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001904,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21005,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001905,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21004,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001906,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21003,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001907,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21002,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001908,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-21001,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001909,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-EWS-38101,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001910,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,38섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B3-M-EWS-37101,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001911,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,71섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-4B3-M-EWH-B1001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001912,외곽지역,제2계류장관제소,지하1층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-4B3-M-EWH-12003,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001913,외곽지역,제2계류장관제소,지상1층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-4B3-M-EWH-12002,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001914,외곽지역,제2계류장관제소,지상1층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B1-M-HWG-13004,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001915,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B2-M-AHU-20604,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001916,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20603,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001917,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B1-M-AHU-10602,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001918,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B1-M-AHU-10601,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001919,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3D3-M-AHU-51401,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001920,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,14섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3D3-M-AHU-51201,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001921,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,12섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3D3-M-AHU-50301,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001922,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,03섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-EXT-24102,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001923,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13008,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001924,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13007,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001925,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13006,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001926,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13005,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001927,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13004,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001928,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13003,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001929,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13002,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001930,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B1-M-EXT-13001,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001931,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B2-M-PMP-25103-2,순환펌프(대류),순환펌프(대류),기계,기계그룹-기계사업소-기계-0001932,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,51섹터,미분류,기계,급수/배수/위생,급수펌프,대류펌프,,
4-3D3-M-AHU-50101,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001933,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,01섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3B2-M-PMP-28201-3,냉난방순환펌프(난방_Eest Gareden_Zone),냉난방순환펌프(난방_Eest Gareden_Zone),기계,기계그룹-기계사업소-기계-0001934,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,기계,냉난방/공조,복사/바닥 난방,바닥난방시스템,,
4-3B2-M-PMP-28201-2,냉난방순환펌프(난방_Eest Gareden_Zone),냉난방순환펌프(난방_Eest Gareden_Zone),기계,기계그룹-기계사업소-기계-0001935,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,기계,냉난방/공조,복사/바닥 난방,바닥난방시스템,,
4-3B2-M-PMP-28201-1,냉난방순환펌프(난방_Eest Gareden_Zone),냉난방순환펌프(난방_Eest Gareden_Zone),기계,기계그룹-기계사업소-기계-0001936,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,기계,냉난방/공조,복사/바닥 난방,바닥난방시스템,,
4-3B2-M-PMP-27201-3,냉난방순환펌프(난방_West Gareden_Zone),냉난방순환펌프(난방_West Gareden_Zone),기계,기계그룹-기계사업소-기계-0001937,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,72섹터,미분류,기계,냉난방/공조,복사/바닥 난방,바닥난방시스템,,
3-3B1-M-AHU-10801,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001938,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B1-M-AHU-10802,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001939,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,08섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20401,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001940,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20602,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001941,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20601,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001942,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20409,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001943,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20408,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001944,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20407,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001945,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20406,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001946,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
