현장관리번호,EQ_NM_시설명칭,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID_임시시설번호,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,qrcode,qrcode 등록일시
3F-2133,34,화장실,화장실,기계,기계그룹-기계사업소-기계-0005339,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,33섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2641,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0005348,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-7641,7542,화장실,화장실,기계,기계그룹-기계사업소-기계-0005372,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-7641,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0005375,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0555,54,화장실,화장실,기계,기계그룹-기계사업소-기계-0005922,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,55섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0507,8,화장실,화장실,기계,기계그룹-기계사업소-기계-0005923,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B2-1204,41,화장실,화장실,기계,기계그룹-기계사업소-기계-0005926,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0604,5,화장실,화장실,기계,기계그룹-기계사업소-기계-0005946,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0617,18,화장실,화장실,기계,기계그룹-기계사업소-기계-0005947,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,17섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0621,23,화장실,화장실,기계,기계그룹-기계사업소-기계-0005948,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,21섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-3907,6,화장실,화장실,기계,기계그룹-기계사업소-기계-0005949,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-3021,20,화장실,화장실,기계,기계그룹-기계사업소-기계-0005951,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,21섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-2407,6,화장실,화장실,기계,기계그룹-기계사업소-기계-0005953,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0806,5,화장실,화장실,기계,기계그룹-기계사업소-기계-0005955,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,06섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0817,18,화장실,화장실,기계,기계그룹-기계사업소-기계-0005956,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,17섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0725,26,화장실,화장실,기계,기계그룹-기계사업소-기계-0005957,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0622,21,화장실,화장실,기계,기계그룹-기계사업소-기계-0005958,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,22섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0603,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0005961,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0503,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0005962,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-3010,11,화장실,화장실,기계,기계그룹-기계사업소-기계-0005965,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2925,24,화장실,화장실,기계,기계그룹-기계사업소-기계-0005967,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,25섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-3407,6,화장실,화장실,기계,기계그룹-기계사업소-기계-0005968,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0827,28,화장실,화장실,기계,기계그룹-기계사업소-기계-0005969,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,27섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0809,8,화장실,화장실,기계,기계그룹-기계사업소-기계-0005970,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,09섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0805,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0005971,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-4315,14,화장실,화장실,기계,기계그룹-기계사업소-기계-0006029,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,15섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0241,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006030,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-0141,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006031,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-9341,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006032,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-7341,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006034,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5446,47,화장실,화장실,기계,기계그룹-기계사업소-기계-0006047,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,46섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5441,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006051,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5402,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0006052,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5208,9,화장실,화장실,기계,기계그룹-기계사업소-기계-0006053,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,08섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-2641,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006056,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-7441,7342,화장실,화장실,기계,기계그룹-기계사업소-기계-0006058,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-4606,7,화장실,화장실,기계,기계그룹-기계사업소-기계-0006081,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,06섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-4503,2,화장실,화장실,기계,기계그룹-기계사업소-기계-0006082,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-4402,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0006083,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-2806,5,화장실,화장실,기계,기계그룹-기계사업소-기계-0006088,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,06섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-2304,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0006089,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-1005,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0006090,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-0823,27,화장실,화장실,기계,기계그룹-기계사업소-기계-0006092,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,23섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-0811,10,화장실,화장실,기계,기계그룹-기계사업소-기계-0006093,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,11섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-0611,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0006095,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,11섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-0402,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0006096,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-5413,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0006099,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,13섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-5323,22,화장실,화장실,기계,기계그룹-기계사업소-기계-0006101,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,23섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-3141,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006102,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B2-5141,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006104,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-5641,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006105,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-4411,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0006107,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,11섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-2833,34,화장실,화장실,기계,기계그룹-기계사업소-기계-0006108,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,33섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-4208,9,화장실,화장실,기계,기계그룹-기계사업소-기계-0006111,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,08섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3804,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0006112,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3332,33,화장실,화장실,기계,기계그룹-기계사업소-기계-0006113,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,32섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3241,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0006116,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3233,32,화장실,화장실,기계,기계그룹-기계사업소-기계-0006117,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,33섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3013,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0006131,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,13섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3007,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0006132,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-3025,26,화장실,화장실,기계,기계그룹-기계사업소-기계-0006133,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,25섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-8341,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0003846,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,41섹터,화장실,기계,급수/배수/위생,위생기구/세면기/변기,,
1F-3653,54,화장실,화장실,기계,기계그룹-기계사업소-기계-0003847,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,53섹터,화장실,기계,급수/배수/위생,위생기구/세면기/변기,,
1F-3657,58,화장실,화장실,기계,기계그룹-기계사업소-기계-0003848,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,57섹터,화장실,기계,급수/배수/위생,위생기구/세면기/변기,,
B1-9841,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0003851,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,화장실,기계,급수/배수/위생,위생기구/세면기/변기,,
