현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
,7000952.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000924.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000929.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000931.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000893.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000895.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000898.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000901.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000945.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000946.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000904.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000906.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000909.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000910.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000914.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000916.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000919.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000963.0,"내,외측 버니어캘리퍼스",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000685.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000686.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000687.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000806.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000865.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000921.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000840.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000790.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000801.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000803.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000804.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000813.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000815.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000816.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000824.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000827.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000828.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000835.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000836.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000981.0,MEGAOHM METER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000983.0,CLAMP METER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000985.0,EARTH TESTER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000987.0,광조명도계,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000955.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000970.0,토크렌치,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000972.0,토크렌치,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000923.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000926.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000930.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000933.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000900.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000942.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000943.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000911.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000913.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000684.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000690.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000691.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000692.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000694.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000957.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000961.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000947.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000948.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000701.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000703.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000704.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000863.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000864.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000920.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000811.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000844.0,터치스크린(XP70-TTA),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000789.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000793.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000795.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000799.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000807.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000809.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000814.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000817.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000818.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000821.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000826.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000833.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000837.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000853.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000979.0,DIGITAL MULTIMETER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000980.0,DIGITAL MULTIMETER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000984.0,접지저항계,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000986.0,OSCILLOSCOPE,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000964.0,"내,외측 버니어캘리퍼스",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000965.0,"내,외측 버니어캘리퍼스",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000951.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
