현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
11-045,8001858.0,여객터미널 리프트컬럼 유압실린더 - 45,여객터미널-운송-탑승교설비-GATE 17-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-045,A1A01-F-021401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021401,13A0MPBB171,Y,사용,CFMS,이철,
11-046,8001859.0,여객터미널 리프트컬럼 유압실린더 - 46,여객터미널-운송-탑승교설비-GATE 17-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-046,A1A01-F-021401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021401,13A0MPBB171,Y,사용,CFMS,이철,
11-047,8001860.0,여객터미널 리프트컬럼 유압실린더 - 47,여객터미널-운송-탑승교설비-GATE 17-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-047,A1A01-F-021402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021402,13A0MPBB172,Y,사용,CFMS,이철,
11-048,8001861.0,여객터미널 리프트컬럼 유압실린더 - 48,여객터미널-운송-탑승교설비-GATE 17-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-048,A1A01-F-021402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021402,13A0MPBB172,Y,사용,CFMS,이철,
11-049,8001862.0,여객터미널 리프트컬럼 유압실린더 - 49,여객터미널-운송-탑승교설비-GATE 18-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-049,A1A01-F-021501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021501,13A0MPBB180,Y,사용,CFMS,이철,
11-050,8001863.0,여객터미널 리프트컬럼 유압실린더 - 50,여객터미널-운송-탑승교설비-GATE 18-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-050,A1A01-F-021501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021501,13A0MPBB180,Y,사용,CFMS,이철,
11-051,8001864.0,여객터미널 리프트컬럼 유압실린더 - 51,여객터미널-운송-탑승교설비-GATE 19-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-051,A1A01-F-021601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021601,13A0MPBB191,Y,사용,CFMS,이철,
11-052,8001865.0,여객터미널 리프트컬럼 유압실린더 - 52,여객터미널-운송-탑승교설비-GATE 19-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-052,A1A01-F-021601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021601,13A0MPBB191,Y,사용,CFMS,이철,
11-053,8001866.0,여객터미널 리프트컬럼 유압실린더 - 53,여객터미널-운송-탑승교설비-GATE 19-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-053,A1A01-F-021602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021602,13A0MPBB192,Y,사용,CFMS,이철,
11-054,8001867.0,여객터미널 리프트컬럼 유압실린더 - 54,여객터미널-운송-탑승교설비-GATE 19-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-054,A1A01-F-021602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021602,13A0MPBB192,Y,사용,CFMS,이철,
11-055,8001868.0,여객터미널 리프트컬럼 유압실린더 - 55,여객터미널-운송-탑승교설비-GATE 20-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-055,A1A01-F-021701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021701,13A0MPBB200,Y,사용,CFMS,이철,
11-056,8001869.0,여객터미널 리프트컬럼 유압실린더 - 56,여객터미널-운송-탑승교설비-GATE 20-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-056,A1A01-F-021701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021701,13A0MPBB200,Y,사용,CFMS,이철,
11-057,8001870.0,여객터미널 리프트컬럼 유압실린더 - 57,여객터미널-운송-탑승교설비-GATE 21-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-057,A1A01-F-021801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021801,13A0MPBB211,Y,사용,CFMS,이철,
11-058,8001871.0,여객터미널 리프트컬럼 유압실린더 - 58,여객터미널-운송-탑승교설비-GATE 21-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-058,A1A01-F-021801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021801,13A0MPBB211,Y,사용,CFMS,이철,
11-059,8001872.0,여객터미널 리프트컬럼 유압실린더 - 59,여객터미널-운송-탑승교설비-GATE 21-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-059,A1A01-F-021802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021802,13A0MPBB212,Y,사용,CFMS,이철,
11-060,8001873.0,여객터미널 리프트컬럼 유압실린더 - 60,여객터미널-운송-탑승교설비-GATE 21-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-060,A1A01-F-021802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021802,13A0MPBB212,Y,사용,CFMS,이철,
11-061,8001874.0,여객터미널 리프트컬럼 유압실린더 - 61,여객터미널-운송-탑승교설비-GATE 22-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-061,A1A01-F-021901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021901,13A0MPBB221,Y,사용,CFMS,이철,
11-062,8001875.0,여객터미널 리프트컬럼 유압실린더 - 62,여객터미널-운송-탑승교설비-GATE 22-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-062,A1A01-F-021901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021901,13A0MPBB221,Y,사용,CFMS,이철,
11-063,8001876.0,여객터미널 리프트컬럼 유압실린더 - 63,여객터미널-운송-탑승교설비-GATE 22-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-063,A1A01-F-021902,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021902,13A0MPBB222,Y,사용,CFMS,이철,
11-064,8001877.0,여객터미널 리프트컬럼 유압실린더 - 64,여객터미널-운송-탑승교설비-GATE 22-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-064,A1A01-F-021902,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021902,13A0MPBB222,Y,사용,CFMS,이철,
11-065,8001878.0,여객터미널 리프트컬럼 유압실린더 - 65,여객터미널-운송-탑승교설비-GATE 23-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-065,A1A01-F-022001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022001,13A0MPBB231,Y,사용,CFMS,이철,
11-066,8001879.0,여객터미널 리프트컬럼 유압실린더 - 66,여객터미널-운송-탑승교설비-GATE 23-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-066,A1A01-F-022001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022001,13A0MPBB231,Y,사용,CFMS,이철,
11-067,8001880.0,여객터미널 리프트컬럼 유압실린더 - 67,여객터미널-운송-탑승교설비-GATE 23-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-067,A1A01-F-022002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022002,13A0MPBB232,Y,사용,CFMS,이철,
11-068,8001881.0,여객터미널 리프트컬럼 유압실린더 - 68,여객터미널-운송-탑승교설비-GATE 23-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-068,A1A01-F-022002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022002,13A0MPBB232,Y,사용,CFMS,이철,
11-069,8001882.0,여객터미널 리프트컬럼 유압실린더 - 69,여객터미널-운송-탑승교설비-GATE 24-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-069,A1A01-F-022101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022101,13A0MPBB241,Y,사용,CFMS,이철,
11-070,8001883.0,여객터미널 리프트컬럼 유압실린더 - 70,여객터미널-운송-탑승교설비-GATE 24-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-070,A1A01-F-022101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022101,13A0MPBB241,Y,사용,CFMS,이철,
11-071,8001884.0,여객터미널 리프트컬럼 유압실린더 - 71,여객터미널-운송-탑승교설비-GATE 24-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-071,A1A01-F-022102,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022102,13A0MPBB242,Y,사용,CFMS,이철,
11-072,8001885.0,여객터미널 리프트컬럼 유압실린더 - 72,여객터미널-운송-탑승교설비-GATE 24-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-072,A1A01-F-022102,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022102,13A0MPBB242,Y,사용,CFMS,이철,
11-073,8001886.0,여객터미널 리프트컬럼 유압실린더 - 73,여객터미널-운송-탑승교설비-GATE 26-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,11-073,A1A01-F-022201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022201,13A0MPBB261,Y,사용,CFMS,이철,
